
--- Page 1 ---
Text: Report                         | x: N/A | y: 29.55200000000002
Text: Wait                           | x: N/A | y: 229.05200000000002
Text: Tot:3                          | x: N/A | y: 229.05200000000002
Text: Class                          | x: N/A | y: 229.05200000000002
Text: Min                            | x: N/A | y: 229.05200000000002
Text: Enrl:0                         | x: N/A | y: 229.05200000000002
Text: GR1                            | x: N/A | y: 248.05200000000002
Text: Attributes:                    | x: N/A | y: 257.552
Text: VP-                            | x: N/A | y: 257.552
Text: Visual                         | x: N/A | y: 257.552
Text: or                             | x: N/A | y: 257.552
Text: Performing                     | x: N/A | y: 257.552
Text: Arts,                          | x: N/A | y: 257.552
Text: IDEA-Creative                  | x: N/A | y: 257.552
Text: Expression,                    | x: N/A | y: 257.552
Text: Practice,                      | x: N/A | y: 257.552
Text: and                            | x: N/A | y: 257.552
Text: Production                     | x: N/A | y: 257.552
Text: Reserve                        | x: N/A | y: 267.052
Text: Capacity:                      | x: N/A | y: 267.052
Text: 23-OCT-2023                    | x: N/A | y: 267.052
Text: UG                             | x: N/A | y: 267.052
Text: COMM                           | x: N/A | y: 267.052
Text: FYS                            | x: N/A | y: 267.052
Text: FR                             | x: N/A | y: 267.052
Text: SO                             | x: N/A | y: 267.052
Text: JR                             | x: N/A | y: 267.052
Text: Reserve                        | x: N/A | y: 267.052
Text: Enrl                           | x: N/A | y: 267.052
Text: Cap:                           | x: N/A | y: 267.052
Text: 32                             | x: N/A | y: 267.052
Text: Reserve                        | x: N/A | y: 267.052
Text: Enrl                           | x: N/A | y: 267.052
Text: Tot:                           | x: N/A | y: 267.052
Text: 32                             | x: N/A | y: 267.052
Text: This                           | x: N/A | y: 286.052
Text: class                          | x: N/A | y: 286.052
Text: is                             | x: N/A | y: 286.052
Text: not                            | x: N/A | y: 286.052
Text: open                           | x: N/A | y: 286.052
Text: to                             | x: N/A | y: 286.052
Text: seniors.                       | x: N/A | y: 286.052
Text: This                           | x: N/A | y: 305.052
Text: course                         | x: N/A | y: 305.052
Text: requires                       | x: N/A | y: 305.052
Text: a                              | x: N/A | y: 305.052
Text: lab                            | x: N/A | y: 305.052
Text: section.                       | x: N/A | y: 305.052
Text: Class                          | x: N/A | y: 324.052
Text: meetings                       | x: N/A | y: 324.052
Text: may                            | x: N/A | y: 324.052
Text: also                           | x: N/A | y: 324.052
Text: be                             | x: N/A | y: 324.052
Text: held                           | x: N/A | y: 324.052
Text: in                             | x: N/A | y: 324.052
Text: the                            | x: N/A | y: 324.052
Text: following                      | x: N/A | y: 324.052
Text: alternative                    | x: N/A | y: 324.052
Text: locations:                     | x: N/A | y: 324.052
Text: Swain                          | x: N/A | y: 324.052
Text: Hall                           | x: N/A | y: 324.052
Text: 01A                            | x: N/A | y: 324.052
Text: and                            | x: N/A | y: 324.052
Text: Swain                          | x: N/A | y: 324.052
Text: Hall                           | x: N/A | y: 324.052
Text: 101A.                          | x: N/A | y: 324.052
Text: This                           | x: N/A | y: 333.552
Text: course                         | x: N/A | y: 333.552
Text: has                            | x: N/A | y: 333.552
Text: classification                 | x: N/A | y: 333.552
Text: (class                         | x: N/A | y: 333.552
Text: year)                          | x: N/A | y: 333.552
Text: restrictions.                  | x: N/A | y: 333.552
Text: Permission                     | x: N/A | y: 343.052
Text: of                             | x: N/A | y: 343.052
Text: the                            | x: N/A | y: 343.052
Text: instructor                     | x: N/A | y: 343.052
Text: for                            | x: N/A | y: 343.052
Text: nonmajors.                     | x: N/A | y: 343.052
Text: This                           | x: N/A | y: 352.552
Text: course                         | x: N/A | y: 352.552
Text: has                            | x: N/A | y: 352.552
Text: major                          | x: N/A | y: 352.552
Text: restrictions;                  | x: N/A | y: 352.552
Text: no                             | x: N/A | y: 352.552
Text: seniors.                       | x: N/A | y: 352.552
Text: ______________________________________________ | x: N/A | y: 362.052
Text: ______________________________________________________________________________________________________________ | x: N/A | y: 362.052
Text: COMM                           | x: N/A | y: 371.552
Text: 130                            | x: N/A | y: 371.552
Text: 401                            | x: N/A | y: 371.552
Text: 2206                           | x: N/A | y: 371.552
Text: INTRO                          | x: N/A | y: 371.552
Text: MEDIA                          | x: N/A | y: 371.552
Text: PROD                           | x: N/A | y: 371.552
Text: Lab                            | x: N/A | y: 371.552
Text: 3                              | x: N/A | y: 371.552
Text: A                              | x: N/A | y: 371.552
Text: (In                            | x: N/A | y: 381.052
Text: Person                         | x: N/A | y: 381.052
Text: On                             | x: N/A | y: 381.052
Text: Campus                         | x: N/A | y: 381.052
Text: Learners)                      | x: N/A | y: 381.052
Text: Bldg:                          | x: N/A | y: 390.552
Text: Communication                  | x: N/A | y: 390.552
Text: MediaR                         | x: N/A | y: 390.552
Text: oom:                           | x: N/A | y: 390.552
Text: 0110                           | x: N/A | y: 390.552
Text: Days:                          | x: N/A | y: 390.552
Text: F                              | x: N/A | y: 390.552
Text: Time:                          | x: N/A | y: 390.552
Text: 09:05                          | x: N/A | y: 390.552
Text: -                              | x: N/A | y: 390.552
Text: 09:55                          | x: N/A | y: 390.552
Text: INST                           | x: N/A | y: 400.052
Text: 100                            | x: N/A | y: 400.052
Text: Instructor:                    | x: N/A | y: 400.052
Text: Ghim,Eunjin                    | x: N/A | y: 400.052
